Sale_ID,Brand,Model_Type,Year,Fuel_Type,Transmission,Color,Region,Units_Sold,Selling Price per unit ,Revenue_USD,Customer_Rating,Dealer_ID,Warranty_Years,manufacture price per unit
2206,Audi,Convertible,2012,Diesel,Automatic,Black,North,82,71305,5847010,2.5,9121,2,67605
2247,Chevrolet,Hatchback,2013,Petrol,Automatic,Black,West,248,22264,5521472,3.6,4190,2,18564
2254,Nissan,Coupe,2018,Petrol,Automatic,Black,South,130,66350,8625500,4.7,9429,2,62650
2270,Nissan,Hatchback,2024,Diesel,Manual,Black,West,315,62337,19636155,3.2,4969,2,58637
2283,Nissan,Hatchback,2013,Hybrid,Manual,Black,South,218,14235,3103230,4.5,4006,2,10535
2301,Chevrolet,Truck,2020,Diesel,Manual,Black,East,132,65255,8613660,4.3,4260,2,61555
2335,BMW,Sedan,2023,Electric,Automatic,Black,West,274,69890,19149860,3.4,7773,2,66190
2350,Audi,Truck,2014,Petrol,Manual,Black,North,15,47109,706635,3.5,8370,2,43409
2423,Hyundai,Coupe,2023,Diesel,Manual,Black,West,159,10025,1593975,4.4,3138,2,6325
2468,Toyota,Coupe,2012,Diesel,Automatic,Black,East,249,51262,12764238,4.3,1472,2,47562
2540,Chevrolet,SUV,2015,Petrol,Manual,Black,West,215,36287,7801705,3.8,9312,2,32587
2550,Toyota,Coupe,2018,Electric,Automatic,Black,East,25,62546,1563650,4.7,4091,2,58846
2628,BMW,Sedan,2017,Petrol,Automatic,Black,West,387,25980,10054260,3,9109,2,22280
2667,Kia,SUV,2014,Hybrid,Manual,Black,East,460,65782,30259720,2.7,8531,2,62082
2705,Toyota,Truck,2011,Hybrid,Automatic,Black,East,218,29666,6467188,4.4,6594,2,25966
2731,Toyota,Coupe,2011,Hybrid,Automatic,Black,West,399,52330,20879670,3.1,5170,2,48630
2737,Ford,Truck,2015,Diesel,Automatic,Black,South,111,68580,7612380,2.7,1608,2,64880
2748,Honda,Truck,2011,Hybrid,Manual,Black,North,132,53779,7098828,3,9200,2,50079
2757,Toyota,Sedan,2023,Petrol,Automatic,Black,East,496,40591,20133136,2.8,5482,2,36891
2840,Audi,Convertible,2018,Hybrid,Automatic,Black,West,43,61382,2639426,3.5,8196,2,57682
2911,BMW,Coupe,2019,Electric,Automatic,Black,East,390,12303,4798170,4,8443,2,8603
2946,Nissan,Sedan,2024,Hybrid,Manual,Black,North,475,68330,32456750,2.5,5015,2,64630
2952,Honda,Hatchback,2012,Diesel,Automatic,Black,North,219,75262,16482378,3.2,4102,2,71562
3041,Toyota,Convertible,2020,Diesel,Automatic,Black,East,20,38481,769620,4.2,5918,2,34781
3076,Honda,SUV,2011,Electric,Automatic,Black,North,124,56653,7024972,2.5,5723,2,52953
3098,Audi,Sedan,2012,Electric,Manual,Black,North,405,30354,12293370,3,2883,2,26654
3105,Ford,Coupe,2012,Electric,Automatic,Black,West,387,26992,10445904,3.7,4713,2,23292
3145,Volkswagen,SUV,2018,Diesel,Automatic,Black,West,103,53173,5476819,3.1,4010,2,49473
3162,Ford,Coupe,2012,Hybrid,Automatic,Black,West,118,26690,3149420,3.1,6864,2,22990
3207,Toyota,Truck,2022,Diesel,Manual,Black,South,110,29830,3281300,3.3,4965,2,26130
3245,Nissan,Convertible,2017,Petrol,Manual,Black,South,323,38379,12396417,5,2115,2,34679
3311,BMW,Coupe,2018,Diesel,Automatic,Black,South,306,11188,3423528,3.7,1887,2,7488
3356,Honda,Sedan,2011,Electric,Manual,Black,West,331,23305,7713955,2.6,6181,2,19605
3389,Hyundai,Convertible,2020,Electric,Manual,Black,West,386,66109,25518074,3.6,9613,2,62409
3399,Toyota,SUV,2018,Petrol,Automatic,Black,North,265,22815,6045975,3.1,4077,2,19115
3420,Volkswagen,SUV,2016,Electric,Automatic,Black,North,79,15857,1252703,2.5,6228,2,12157
3459,Volkswagen,Hatchback,2016,Electric,Manual,Black,South,353,48215,17019895,2.9,5908,2,44515
3470,Volkswagen,Coupe,2023,Diesel,Automatic,Black,East,381,11044,4207764,3.7,8986,2,7344
3603,Toyota,Coupe,2020,Hybrid,Manual,Black,North,207,25758,5331906,4.8,5806,2,22058
3627,Ford,Convertible,2017,Electric,Automatic,Black,North,459,69580,31937220,4.6,5238,2,65880
3690,Hyundai,Truck,2022,Petrol,Manual,Black,South,59,32623,1924757,4.8,1045,2,28923
3691,Ford,Coupe,2023,Electric,Manual,Black,North,422,10148,4282456,3.7,8019,2,6448
3701,Chevrolet,Coupe,2014,Petrol,Automatic,Black,South,307,78643,24143401,2.7,4838,2,74943
3732,BMW,Coupe,2012,Diesel,Manual,Black,North,190,55386,10523340,4,9680,2,51686
3762,BMW,Coupe,2013,Diesel,Manual,Black,North,176,20861,3671536,4.9,5536,2,17161
3816,Audi,Sedan,2017,Petrol,Automatic,Black,North,312,79611,24838632,3.8,9665,2,75911
3897,Chevrolet,Hatchback,2010,Petrol,Automatic,Black,East,148,23106,3419688,3.9,5929,2,19406
3898,BMW,Sedan,2011,Petrol,Automatic,Black,North,235,25396,5968060,2.5,8661,2,21696
3931,Volkswagen,Hatchback,2012,Petrol,Automatic,Black,East,406,22092,8969352,5,4647,2,18392
3933,Hyundai,Coupe,2024,Electric,Manual,Black,East,268,63094,16909192,4.4,9620,2,59394
3953,Audi,SUV,2012,Petrol,Automatic,Black,West,493,13552,6681136,2.8,8657,2,9852
4016,Ford,Truck,2014,Electric,Manual,Black,South,179,74655,13363245,3.5,8594,2,70955
4048,Kia,SUV,2019,Petrol,Automatic,Black,North,492,18058,8884536,4.3,5347,2,14358
4057,Toyota,Convertible,2017,Diesel,Manual,Black,North,34,21797,741098,3.1,7163,2,18097
4133,Ford,Truck,2024,Diesel,Manual,Black,South,246,12250,3013500,3.4,8097,2,8550
4134,Kia,Coupe,2015,Diesel,Manual,Black,East,236,66263,15638068,3.2,2888,2,62563
4185,Ford,Sedan,2014,Hybrid,Automatic,Black,West,174,79005,13746870,2.8,4555,2,75305
4192,BMW,Convertible,2010,Diesel,Manual,Black,South,311,23457,7295127,3.2,7448,2,19757
4194,Honda,Hatchback,2023,Electric,Automatic,Black,West,358,62653,22429774,4.8,2248,2,58953
4203,Volkswagen,Coupe,2018,Petrol,Manual,Black,South,256,26687,6831872,4.1,1591,2,22987
4316,Audi,Truck,2014,Diesel,Manual,Black,East,240,10405,2497200,2.6,5953,2,6705
4329,Honda,Sedan,2011,Diesel,Manual,Black,West,25,69175,1729375,3.4,2850,2,65475
4338,Toyota,Hatchback,2017,Electric,Manual,Black,West,400,38215,15286000,3.6,1770,2,34515
4410,Toyota,Coupe,2017,Hybrid,Manual,Black,West,97,33096,3210312,4.2,4171,2,29396
4422,Ford,Convertible,2011,Diesel,Manual,Black,South,91,28679,2609789,3.2,7242,2,24979
4447,Volkswagen,Coupe,2023,Electric,Automatic,Black,East,487,35472,17274864,4.7,3288,2,31772
4455,BMW,Truck,2024,Electric,Manual,Black,West,473,13098,6195354,3.9,8174,2,9398
4472,Toyota,SUV,2012,Diesel,Manual,Black,East,337,69087,23282319,3.1,2309,2,65387
4493,Nissan,SUV,2018,Hybrid,Manual,Black,West,399,23014,9182586,3.9,4337,2,19314
4499,Hyundai,Sedan,2016,Hybrid,Automatic,Black,East,276,77375,21355500,3.7,4990,2,73675
4503,Ford,Convertible,2010,Hybrid,Automatic,Black,West,312,41135,12834120,4.8,9363,2,37435
4510,Toyota,SUV,2019,Diesel,Manual,Black,North,321,42104,13515384,2.5,1721,2,38404
4513,Hyundai,SUV,2011,Petrol,Manual,Black,East,82,48661,3990202,2.7,3475,2,44961
4526,Ford,Coupe,2022,Petrol,Automatic,Black,South,310,52383,16238730,4.4,6185,2,48683
4552,Honda,Hatchback,2018,Hybrid,Manual,Black,North,58,23562,1366596,3,3111,2,19862
4556,Toyota,Coupe,2022,Diesel,Automatic,Black,East,177,54077,9571629,3.7,5855,2,50377
4613,Kia,Coupe,2010,Diesel,Manual,Black,East,217,44289,9610713,2.7,5530,2,40589
4648,Hyundai,Sedan,2017,Petrol,Manual,Black,North,487,71702,34918874,4.6,7463,2,68002
4656,Toyota,Coupe,2018,Diesel,Manual,Black,South,388,18421,7147348,4.2,6467,2,14721
4683,Kia,Truck,2010,Diesel,Automatic,Black,North,336,21391,7187376,3.8,2309,2,17691
4738,Volkswagen,Sedan,2024,Electric,Automatic,Black,South,400,67847,27138800,3.3,9981,2,64147
4739,Audi,Hatchback,2023,Electric,Manual,Black,West,169,23347,3945643,4.9,3625,2,19647
4772,Kia,Coupe,2015,Diesel,Manual,Black,North,228,29512,6728736,4.9,6682,2,25812
4789,Nissan,Sedan,2024,Petrol,Automatic,Black,North,195,73845,14399775,4.2,7915,2,70145
4821,Volkswagen,Truck,2014,Petrol,Automatic,Black,North,427,29671,12669517,3.3,9902,2,25971
4845,BMW,Truck,2017,Hybrid,Automatic,Black,East,440,62659,27569960,4.9,4991,2,58959
4888,Audi,Coupe,2015,Diesel,Manual,Black,East,112,54099,6059088,4.1,6723,2,50399
4890,Nissan,Hatchback,2019,Hybrid,Automatic,Black,West,135,54379,7341165,4.9,6131,2,50679
4954,Audi,Hatchback,2022,Electric,Manual,Black,West,147,58793,8642571,4.2,5662,2,55093
4987,Audi,Convertible,2017,Electric,Automatic,Black,South,328,72182,23675696,4.6,9941,2,68482
5001,BMW,Coupe,2019,Diesel,Manual,Black,South,14,32466,454524,3.9,4402,2,28766
5022,BMW,Sedan,2010,Electric,Manual,Black,East,223,14471,3227033,4.3,3119,2,10771
5029,Ford,Sedan,2018,Diesel,Manual,Black,West,412,42036,17318832,4.1,6740,2,38336
5058,Ford,SUV,2018,Petrol,Automatic,Black,West,306,28834,8823204,4.3,8812,2,25134
5060,Honda,SUV,2019,Hybrid,Manual,Black,South,498,49825,24812850,4.2,9736,2,46125
5061,BMW,Hatchback,2019,Diesel,Automatic,Black,South,224,67017,15011808,3.2,3906,2,63317
5108,Chevrolet,Truck,2019,Hybrid,Automatic,Black,East,433,79672,34497976,3.5,1409,2,75972
5209,Hyundai,Coupe,2012,Diesel,Manual,Black,East,49,35548,1741852,3.2,7992,2,31848
5226,Toyota,Hatchback,2012,Hybrid,Automatic,Black,South,15,56113,841695,4.4,5008,2,52413
5303,Honda,Sedan,2011,Petrol,Automatic,Black,East,333,30236,10068588,3.5,2557,2,26536
5307,Hyundai,Coupe,2011,Diesel,Manual,Black,North,253,28484,7206452,4.5,6401,2,24784
5309,Toyota,Truck,2023,Diesel,Manual,Black,South,155,23280,3608400,2.7,9008,2,19580
5364,Ford,Hatchback,2024,Diesel,Manual,Black,West,175,77825,13619375,4.1,9186,2,74125
5366,Audi,SUV,2023,Hybrid,Manual,Black,West,215,41386,8897990,3.7,5240,2,37686
5385,Hyundai,Hatchback,2022,Petrol,Automatic,Black,South,418,75888,31721184,2.5,3361,2,72188
5421,BMW,SUV,2015,Electric,Manual,Black,South,208,67230,13983840,4,7834,2,63530
5499,Audi,Sedan,2024,Hybrid,Manual,Black,East,346,10009,3463114,2.9,4089,2,6309
22,Toyota,Hatchback,2013,Diesel,Automatic,Blue,West,190,35150,6678500,3.6,5053,2,31450
25,Chevrolet,Convertible,2012,Diesel,Automatic,Blue,West,491,44202,21703182,3.5,8166,2,40502
41,Chevrolet,Sedan,2017,Electric,Automatic,Blue,North,334,63763,21296842,3.3,9028,2,60063
47,Honda,Convertible,2021,Petrol,Automatic,Blue,South,451,16859,7603409,3,3570,2,13159
51,Ford,Truck,2013,Petrol,Automatic,Blue,South,246,22854,5622084,4.9,8741,2,19154
81,Kia,Truck,2012,Diesel,Automatic,Blue,West,191,56925,10872675,3.8,5970,2,53225
203,Chevrolet,Truck,2016,Hybrid,Automatic,Blue,West,274,62378,17091572,4.4,3411,2,58678
205,Ford,Truck,2020,Petrol,Manual,Blue,North,147,28936,4253592,2.5,9322,2,25236
223,Chevrolet,SUV,2015,Diesel,Manual,Blue,South,210,59827,12563670,3.2,9251,2,56127
254,Nissan,Coupe,2016,Electric,Automatic,Blue,East,267,38448,10265616,2.7,4123,2,34748
283,Hyundai,Hatchback,2012,Hybrid,Automatic,Blue,North,476,19092,9087792,3.1,1711,2,15392
303,Toyota,Hatchback,2023,Diesel,Automatic,Blue,West,86,57770,4968220,4.2,3860,2,54070
343,BMW,Truck,2016,Petrol,Manual,Blue,West,84,31902,2679768,3.6,8688,2,28202
370,Kia,Coupe,2022,Hybrid,Manual,Blue,West,326,40702,13268852,2.9,4156,2,37002
379,Volkswagen,Hatchback,2010,Hybrid,Manual,Blue,North,486,72968,35462448,4.8,3659,2,69268
387,Audi,SUV,2016,Electric,Manual,Blue,South,303,68928,20885184,3.5,8877,2,65228
446,Honda,SUV,2019,Petrol,Manual,Blue,East,106,29790,3157740,3.5,9646,2,26090
473,Volkswagen,Sedan,2017,Petrol,Manual,Blue,East,55,29718,1634490,2.6,4934,2,26018
505,Chevrolet,SUV,2019,Electric,Automatic,Blue,West,42,79844,3353448,4,3217,2,76144
516,Volkswagen,SUV,2014,Diesel,Automatic,Blue,North,27,29629,799983,4,5390,2,25929
522,Audi,Truck,2010,Hybrid,Automatic,Blue,South,443,21593,9565699,2.9,5164,2,17893
526,Chevrolet,SUV,2020,Hybrid,Manual,Blue,North,445,19291,8584495,3.3,4206,2,15591
549,Audi,Truck,2015,Petrol,Manual,Blue,East,334,29640,9899760,4.5,1608,2,25940
557,Toyota,Convertible,2024,Hybrid,Automatic,Blue,North,30,69451,2083530,5,6196,2,65751
616,Nissan,SUV,2016,Diesel,Automatic,Blue,South,341,52810,18008210,2.6,9886,2,49110
622,Hyundai,Truck,2014,Hybrid,Manual,Blue,West,343,51256,17580808,3.6,5537,2,47556
680,Nissan,Truck,2023,Hybrid,Manual,Blue,North,329,77743,25577447,3.4,7902,2,74043
689,Ford,Convertible,2021,Petrol,Automatic,Blue,West,107,57130,6112910,3.1,1597,2,53430
715,Kia,Convertible,2017,Hybrid,Automatic,Blue,West,235,65859,15476865,4.4,2079,2,62159
719,Audi,Sedan,2024,Petrol,Manual,Blue,North,297,71031,21096207,2.6,5666,2,67331
768,Hyundai,SUV,2014,Diesel,Manual,Blue,North,64,29202,1868928,3.2,7583,2,25502
791,Volkswagen,Coupe,2010,Electric,Automatic,Blue,South,43,65665,2823595,3.3,4751,2,61965
796,Kia,Coupe,2024,Electric,Automatic,Blue,North,291,16745,4872795,2.8,3504,2,13045
866,Hyundai,Convertible,2014,Diesel,Automatic,Blue,West,270,69556,18780120,3,8533,2,65856
904,Honda,SUV,2020,Hybrid,Automatic,Blue,North,177,44883,7944291,4.6,9232,2,41183
946,Kia,Sedan,2021,Petrol,Automatic,Blue,South,220,50708,11155760,4.5,7113,2,47008
957,BMW,Truck,2016,Petrol,Automatic,Blue,West,49,29462,1443638,2.5,6559,2,25762
959,BMW,Coupe,2011,Electric,Manual,Blue,West,49,29397,1440453,3.1,4255,2,25697
964,Kia,Convertible,2024,Electric,Automatic,Blue,North,24,70715,1697160,3.9,1081,2,67015
970,Audi,SUV,2013,Diesel,Automatic,Blue,West,456,22620,10314720,3,5301,2,18920
982,Honda,Truck,2015,Electric,Automatic,Blue,North,27,10968,296136,4.7,3645,2,7268
1010,Toyota,Truck,2011,Electric,Manual,Blue,North,37,71800,2656600,4.4,4376,2,68100
1015,Nissan,Hatchback,2017,Petrol,Manual,Blue,North,197,19027,3748319,2.8,3283,2,15327
1018,Kia,Truck,2019,Diesel,Automatic,Blue,North,309,19176,5925384,5,5035,2,15476
1039,Audi,Truck,2019,Hybrid,Automatic,Blue,East,226,20704,4679104,4.1,2106,2,17004
1143,Audi,Sedan,2010,Petrol,Manual,Blue,East,416,35688,14846208,3.7,2143,2,31988
1145,Ford,Coupe,2011,Hybrid,Manual,Blue,West,298,50433,15029034,4,9849,2,46733
1163,Audi,Truck,2021,Diesel,Manual,Blue,South,127,59775,7591425,2.9,9784,2,56075
1198,Honda,SUV,2019,Petrol,Manual,Blue,South,216,69459,15003144,4.1,8094,2,65759
1224,Ford,Convertible,2018,Diesel,Automatic,Blue,North,114,21502,2451228,3.1,5387,2,17802
1256,Audi,Truck,2011,Petrol,Manual,Blue,West,28,46788,1310064,2.9,1827,2,43088
1271,Ford,Coupe,2014,Diesel,Manual,Blue,East,484,59410,28754440,3.6,2403,2,55710
1285,Audi,Truck,2015,Petrol,Automatic,Blue,North,362,54312,19660944,3.7,5640,2,50612
1337,Honda,SUV,2014,Petrol,Automatic,Blue,North,290,28916,8385640,2.8,9429,2,25216
1381,Nissan,Hatchback,2020,Diesel,Manual,Blue,East,22,29431,647482,3.9,8203,2,25731
1438,Chevrolet,Sedan,2013,Hybrid,Automatic,Blue,West,282,56791,16015062,3,3251,2,53091
1477,Kia,Hatchback,2020,Petrol,Manual,Blue,South,193,22876,4415068,3.4,9024,2,19176
1575,Kia,Coupe,2018,Hybrid,Manual,Blue,North,203,22164,4499292,4.7,1521,2,18464
1581,Chevrolet,Truck,2021,Electric,Manual,Blue,North,226,33318,7529868,3.5,1942,2,29618
1615,Toyota,Coupe,2017,Electric,Automatic,Blue,North,455,58112,26440960,4.8,8846,2,54412
1632,Toyota,SUV,2014,Diesel,Manual,Blue,East,183,48178,8816574,3.1,6989,2,44478
1664,BMW,Coupe,2014,Hybrid,Manual,Blue,East,374,49102,18364148,2.5,6160,2,45402
1672,Honda,Convertible,2015,Electric,Automatic,Blue,East,372,71215,26491980,2.8,4439,2,67515
1738,Toyota,Hatchback,2011,Hybrid,Manual,Blue,West,209,55060,11507540,3.4,6234,2,51360
1752,Hyundai,Hatchback,2010,Electric,Manual,Blue,West,452,42671,19287292,4.3,5606,2,38971
1769,Toyota,Truck,2012,Hybrid,Automatic,Blue,East,198,52500,10395000,3.4,3156,2,48800
1779,Volkswagen,Convertible,2018,Petrol,Manual,Blue,West,275,39666,10908150,3.5,3372,2,35966
1826,Honda,SUV,2016,Electric,Automatic,Blue,East,274,66138,18121812,3.9,7903,2,62438
1890,Nissan,Truck,2015,Hybrid,Manual,Blue,South,37,66965,2477705,2.9,6271,2,63265
1921,BMW,Hatchback,2016,Hybrid,Manual,Blue,North,382,14902,5692564,2.5,2494,2,11202
1924,Toyota,Hatchback,2017,Diesel,Manual,Blue,West,323,37664,12165472,2.6,5865,2,33964
1997,Kia,Coupe,2015,Hybrid,Manual,Blue,North,492,45830,22548360,4.9,9102,2,42130
2026,BMW,SUV,2014,Diesel,Automatic,Blue,East,295,41879,12354305,4.3,9523,2,38179
2115,Ford,Coupe,2011,Hybrid,Manual,Blue,West,383,49828,19084124,3,2753,2,46128
2143,Chevrolet,Convertible,2013,Electric,Automatic,Blue,East,352,45644,16066688,4.8,6925,2,41944
2309,Chevrolet,SUV,2013,Electric,Automatic,Blue,East,58,30838,1788604,3.1,7642,2,27138
2311,Chevrolet,Hatchback,2014,Electric,Automatic,Blue,North,130,54035,7024550,3.3,5580,2,50335
2334,Hyundai,Sedan,2011,Petrol,Automatic,Blue,North,161,39235,6316835,3.8,7991,2,35535
2412,Kia,Convertible,2019,Hybrid,Manual,Blue,North,204,43368,8847072,2.6,4199,2,39668
2424,Ford,Convertible,2020,Petrol,Automatic,Blue,South,333,20401,6793533,3.6,5289,2,16701
2460,Hyundai,SUV,2020,Petrol,Automatic,Blue,West,250,49666,12416500,4.7,7944,2,45966
2478,BMW,Hatchback,2023,Petrol,Manual,Blue,East,44,18017,792748,3.2,5576,2,14317
2500,Audi,SUV,2023,Petrol,Manual,Blue,East,257,20770,5337890,3.3,1355,2,17070
2536,Hyundai,Sedan,2021,Petrol,Manual,Blue,West,425,55057,23399225,4.7,6822,2,51357
2559,Volkswagen,Sedan,2017,Hybrid,Manual,Blue,East,158,76939,12156362,3,9995,2,73239
2604,Volkswagen,Hatchback,2014,Electric,Automatic,Blue,South,107,71012,7598284,2.6,9884,2,67312
2637,Volkswagen,Truck,2021,Petrol,Automatic,Blue,West,326,46050,15012300,3.6,7950,2,42350
2687,BMW,Convertible,2019,Electric,Automatic,Blue,East,47,42330,1989510,4.6,9496,2,38630
2730,Volkswagen,Convertible,2023,Petrol,Manual,Blue,South,446,36484,16271864,4.6,8374,2,32784
2842,Audi,Hatchback,2016,Petrol,Manual,Blue,East,483,74322,35897526,4.9,9050,2,70622
2873,Kia,Coupe,2023,Diesel,Manual,Blue,West,83,26365,2188295,2.7,6323,2,22665
2901,Ford,Convertible,2011,Petrol,Manual,Blue,North,386,39356,15191416,3.6,7580,2,35656
2960,Ford,Hatchback,2012,Hybrid,Manual,Blue,West,316,67398,21297768,2.5,4951,2,63698
3007,BMW,Convertible,2011,Diesel,Automatic,Blue,West,377,20616,7772232,4.1,1080,2,16916
3046,Honda,Coupe,2021,Diesel,Manual,Blue,East,410,63020,25838200,4.7,5792,2,59320
3071,Audi,Truck,2021,Petrol,Automatic,Blue,North,275,16041,4411275,4.7,7228,2,12341
3103,Toyota,Hatchback,2018,Electric,Manual,Blue,South,32,60094,1923008,4.3,7925,2,56394
3147,Hyundai,Coupe,2016,Petrol,Automatic,Blue,East,95,48794,4635430,4,4118,2,45094
3192,Chevrolet,Convertible,2021,Petrol,Manual,Blue,South,206,26492,5457352,4.8,7744,2,22792
3218,Kia,Truck,2012,Diesel,Manual,Blue,North,128,54291,6949248,3.7,9938,2,50591
3230,Nissan,Truck,2018,Petrol,Manual,Blue,North,230,19701,4531230,2.9,6842,2,16001
3273,Honda,Sedan,2010,Diesel,Automatic,Blue,East,371,73205,27159055,4.5,5499,2,69505
3354,Kia,SUV,2015,Hybrid,Automatic,Blue,West,81,26975,2184975,4.8,4372,2,23275
3432,Kia,SUV,2010,Petrol,Automatic,Blue,South,436,49850,21734600,3.6,9929,2,46150
3465,BMW,Sedan,2023,Petrol,Automatic,Blue,West,491,15749,7732759,4.4,1450,2,12049
3504,Volkswagen,Coupe,2022,Diesel,Automatic,Blue,East,462,11535,5329170,2.7,4758,2,7835
3515,Toyota,SUV,2019,Petrol,Automatic,Blue,West,388,33998,13191224,2.7,2627,2,30298
3531,Hyundai,Convertible,2019,Diesel,Automatic,Blue,South,242,77260,18696920,2.8,4597,2,73560
3558,Volkswagen,SUV,2012,Petrol,Manual,Blue,West,346,68763,23791998,3.5,8925,2,65063
3569,Hyundai,Truck,2010,Hybrid,Manual,Blue,South,398,35712,14213376,3.8,7544,2,32012
3578,Kia,Coupe,2017,Petrol,Automatic,Blue,South,145,69328,10052560,3.3,6536,2,65628
3595,Honda,Hatchback,2023,Electric,Manual,Blue,South,378,33347,12605166,4.1,9885,2,29647
3608,Kia,Truck,2023,Diesel,Automatic,Blue,West,473,71781,33952413,4.9,4093,2,68081
3626,Volkswagen,Convertible,2016,Hybrid,Manual,Blue,East,348,17188,5981424,2.6,3668,2,13488
3667,Nissan,Coupe,2017,Electric,Automatic,Blue,South,33,50720,1673760,2.6,6577,2,47020
3671,Audi,SUV,2017,Electric,Manual,Blue,West,170,39984,6797280,4.9,5275,2,36284
3760,Ford,Coupe,2020,Diesel,Manual,Blue,East,90,18476,1662840,2.7,7081,2,14776
3836,Hyundai,Sedan,2013,Diesel,Automatic,Blue,East,288,46087,13273056,3.8,6338,2,42387
3847,Chevrolet,Convertible,2016,Petrol,Manual,Blue,West,177,76258,13497666,4.7,2852,2,72558
3849,Nissan,Coupe,2022,Petrol,Automatic,Blue,South,256,45018,11524608,3.2,3000,2,41318
3887,Honda,Convertible,2011,Electric,Automatic,Blue,East,343,72236,24776948,4.7,6078,2,68536
3928,Hyundai,Truck,2017,Electric,Manual,Blue,South,124,16817,2085308,4.1,8627,2,13117
3937,Audi,Convertible,2018,Diesel,Automatic,Blue,West,49,11158,546742,4.4,9540,2,7458
3948,Honda,Coupe,2013,Electric,Manual,Blue,North,132,48302,6375864,3.7,1415,2,44602
3951,Kia,Truck,2014,Hybrid,Automatic,Blue,West,470,42430,19942100,4.3,2746,2,38730
4047,Kia,Truck,2013,Electric,Manual,Blue,West,237,20378,4829586,4.6,9038,2,16678
4059,Chevrolet,Hatchback,2021,Electric,Automatic,Blue,West,211,36457,7692427,3.5,9203,2,32757
4067,Audi,Sedan,2023,Hybrid,Automatic,Blue,East,56,11381,637336,3.2,3076,2,7681
4074,Hyundai,Convertible,2013,Petrol,Automatic,Blue,North,76,44711,3398036,2.7,7343,2,41011
4076,Audi,SUV,2016,Diesel,Automatic,Blue,West,182,35386,6440252,4.9,3023,2,31686
4092,Volkswagen,SUV,2023,Electric,Manual,Blue,South,329,61672,20290088,4.6,1591,2,57972
4129,Kia,SUV,2023,Electric,Manual,Blue,West,34,26830,912220,3.7,8098,2,23130
4171,Nissan,SUV,2021,Electric,Automatic,Blue,West,480,61557,29547360,3.2,2480,2,57857
4183,BMW,SUV,2017,Hybrid,Automatic,Blue,East,258,52059,13431222,3.5,1976,2,48359
4202,Chevrolet,Convertible,2010,Electric,Automatic,Blue,West,81,52925,4286925,4.7,5996,2,49225
4206,Kia,SUV,2014,Diesel,Automatic,Blue,East,338,28165,9519770,4.6,9048,2,24465
4229,Hyundai,Truck,2019,Diesel,Manual,Blue,North,99,47031,4656069,4.7,4594,2,43331
4308,Honda,Sedan,2018,Diesel,Manual,Blue,South,317,24105,7641285,2.6,4901,2,20405
4395,Toyota,Coupe,2011,Petrol,Manual,Blue,South,496,68582,34016672,3.7,3033,2,64882
4398,Kia,Coupe,2013,Petrol,Automatic,Blue,North,149,64560,9619440,2.9,3909,2,60860
4412,Chevrolet,Convertible,2016,Diesel,Automatic,Blue,South,486,53261,25884846,2.9,7536,2,49561
4413,Nissan,Hatchback,2019,Hybrid,Automatic,Blue,South,489,66698,32615322,3.5,1260,2,62998
4436,Ford,SUV,2011,Petrol,Automatic,Blue,South,143,69552,9945936,3.5,2148,2,65852
4476,Kia,SUV,2023,Petrol,Automatic,Blue,South,324,63513,20578212,2.7,1907,2,59813
4539,Ford,Sedan,2024,Hybrid,Manual,Blue,North,109,44045,4800905,4.1,9401,2,40345
4560,Toyota,Coupe,2010,Diesel,Manual,Blue,West,423,67264,28452672,3.4,8703,2,63564
4561,Toyota,Coupe,2010,Diesel,Automatic,Blue,North,225,14170,3188250,2.7,5674,2,10470
4565,Honda,Sedan,2021,Electric,Manual,Blue,South,327,34714,11351478,3.1,3908,2,31014
4569,Volkswagen,Sedan,2019,Hybrid,Manual,Blue,South,296,79776,23613696,3.9,9555,2,76076
4638,Honda,Hatchback,2021,Petrol,Manual,Blue,West,302,33059,9983818,4.7,2000,2,29359
4669,Nissan,Sedan,2011,Hybrid,Automatic,Blue,South,271,75886,20565106,3.1,4529,2,72186
4693,BMW,SUV,2019,Hybrid,Manual,Blue,South,390,56418,22003020,3.9,1586,2,52718
4699,Audi,Coupe,2021,Hybrid,Manual,Blue,West,91,52434,4771494,3.1,4238,2,48734
4714,Kia,Hatchback,2015,Electric,Automatic,Blue,East,177,44155,7815435,3.8,4430,2,40455
4759,Audi,Convertible,2012,Electric,Manual,Blue,South,305,75904,23150720,3.1,6461,2,72204
4784,BMW,Hatchback,2021,Petrol,Automatic,Blue,North,265,35437,9390805,4.6,5569,2,31737
4840,Ford,Sedan,2022,Petrol,Automatic,Blue,East,213,69539,14811807,2.6,4019,2,65839
4841,Toyota,SUV,2020,Electric,Manual,Blue,North,20,69337,1386740,3.4,5697,2,65637
4852,Honda,Convertible,2020,Electric,Manual,Blue,East,20,38432,768640,3.8,4267,2,34732
4856,Hyundai,Coupe,2013,Hybrid,Manual,Blue,South,319,56416,17996704,2.8,2222,2,52716
4904,Nissan,Coupe,2018,Diesel,Automatic,Blue,South,18,10916,196488,3.9,5547,2,7216
4963,Honda,Sedan,2018,Hybrid,Manual,Blue,West,415,50069,20778635,2.6,6931,2,46369
4972,Chevrolet,Hatchback,2012,Hybrid,Automatic,Blue,South,324,13950,4519800,3.4,8152,2,10250
